year,month,month_ID,firm_ID,stock_price,DPS,shares_outstanding,adjustment_coefficient,R_F
2019,2,50,883,5120,0,5735000,1,6.506825543518218e-4
2019,3,51,883,5358,0,5735000,1,5.834098546538314e-4
2019,4,52,883,5612,0,5735000,1,6.114423167053608e-4
2019,5,53,883,5543,0,5735000,1,6.848179857960326e-4
2019,6,54,883,5459,39,5735000,1,7.367713245845299e-4
2019,7,55,883,5707,0,5735000,1,6.953960765866892e-4
2019,8,56,883,5716,0,5735000,1,4.935368360524654e-4
2019,9,57,883,5942,0,5735000,1,4.7105999460134173e-4
2019,10,58,883,6078,0,5735000,1,5.524236313591246e-4
2019,11,59,883,6556,0,5735000,1,6.380331542604836e-4
2019,12,60,883,7462,39,5735000,1,6.728155091914232e-4
2020,1,61,883,7958,0,5735000,1,2.4187631625682117e-5
2020,2,62,883,7698,0,5735000,1,4.327698904151324e-5
2020,3,63,883,8042,0,5735000,1,3.4643469071159566e-5
2020,4,64,883,7718,0,5735000,1,3.931858867494157e-5
2020,5,65,883,8115,0,5735000,1,6.623265139295986e-5
2020,6,66,883,7167,45,5735000,1,3.6010742415965065e-5
2020,7,67,883,7551,0,5735000,1,2.5720489585073665e-5
2020,8,68,883,7623,0,5735000,1,5.372061978208256e-5
2020,9,69,883,7311,0,5735000,1,1.0156758127966897e-4
2020,10,70,883,6976,0,5735000,1,8.202927112379008e-5
2020,11,71,883,6990,0,5735000,1,3.807413221889874e-5
2020,12,72,883,6779,45,5735000,1,2.0063917255108217e-5
2015,1,1,884,937,0,429388000,1,3.0086036407010394e-4
2015,2,2,884,922,0,429388000,1,3.275954343995545e-4
2015,3,3,884,1046,0,429388000,1,3.772855493909446e-4
2015,4,4,884,913,0,429388000,1,3.127117259491933e-4
2015,5,5,884,1003,0,429388000,1,2.789291802397577e-4
2015,6,6,884,1112,14,429388000,1,3.2726411891658726e-4
2015,7,7,884,1071,0,429388000,1,2.664878185557377e-4
2015,8,8,884,999,0,429388000,1,2.4168261216524111e-4
2015,9,9,884,920,0,429388000,1,2.604259696296518e-4
2015,10,10,884,930,0,429388000,1,3.4465616818470275e-4
2015,11,11,884,1072,0,429388000,1,3.6904424204767613e-4
2015,12,12,884,1093,14,429388000,1,2.947826010987046e-4
2016,1,13,884,1034,0,429388000,1,4.7105999460134173e-4
2016,2,14,884,999,0,429388000,1,5.524236313591246e-4
2016,3,15,884,937,0,429388000,1,6.380331542604836e-4
2016,4,16,884,969,0,429388000,1,6.728155091914232e-4
2016,5,17,884,1146,0,429388000,1,6.165383493766421e-4
2016,6,18,884,989,13,429388000,1,6.506825543518218e-4
2016,7,19,884,1025,0,429388000,1,5.834098546538314e-4
2016,8,20,884,1176,0,429388000,1,6.114423167053608e-4
2016,9,21,884,1349,0,429388000,1,6.848179857960326e-4
2016,10,22,884,1263,0,429388000,1,7.367713245845299e-4
2016,11,23,884,1099,0,429388000,1,6.953960765866892e-4
2016,12,24,884,995,13,429388000,1,4.935368360524654e-4
2017,1,25,884,1000,0,429388000,1,1.0156758127966897e-4
2017,2,26,884,951,0,429388000,1,8.202927112379008e-5
2017,3,27,884,841,0,429388000,1,3.807413221889874e-5
2017,4,28,884,946,0,429388000,1,2.0063917255108217e-5
2017,5,29,884,1010,0,429388000,1,2.4187631625682117e-5
2017,6,30,884,903,13,429388000,1,4.327698904151324e-5
2017,7,31,884,914,0,429388000,1,3.4643469071159566e-5
2017,8,32,884,986,0,429388000,1,3.931858867494157e-5
2017,9,33,884,1106,0,429388000,1,6.623265139295986e-5
2017,10,34,884,1000,0,429388000,1,3.6010742415965065e-5
2017,11,35,884,932,0,429388000,1,2.5720489585073665e-5
2017,12,36,884,1151,13,429388000,1,5.372061978208256e-5
2018,1,37,884,1160,0,429388000,1,-7.306199922659694e-5
2018,2,38,884,1186,0,429388000,1,-4.0726631100334606e-5
2018,3,39,884,933,0,429388000,1,-5.3538201817972085e-5
2018,4,40,884,859,0,429388000,1,7.595918721511793e-5
2018,5,41,884,912,0,429388000,1,2.2447959333098474e-4
2018,6,42,884,807,14,429388000,1,2.4686156939715147e-4
2018,7,43,884,925,0,429388000,1,2.555448304290341e-4
2018,8,44,884,837,0,429388000,1,-7.040710798774999e-5
2018,9,45,884,773,0,429388000,1,-6.005029589200579e-5
2018,10,46,884,858,0,429388000,1,-1.546858426427934e-4
2018,11,47,884,773,0,429388000,1,-2.019053925469912e-4
2018,12,48,884,761,14,429388000,1,-9.948516341391951e-5
2019,1,49,884,630,0,429388000,1,4.988897985545918e-4
2019,2,50,884,653,0,429388000,1,4.682935379037356e-4
2019,3,51,884,627,0,429388000,1,4.1768156395343694e-4
2019,4,52,884,615,0,429388000,1,3.941414616913267e-4
2019,5,53,884,604,0,429388000,1,4.358740403119928e-4
2019,6,54,884,554,14,429388000,1,4.626405016062174e-4
2019,7,55,884,592,0,429388000,1,4.709409509511897e-4
2019,8,56,884,574,0,429388000,1,4.941935011470922e-4
2019,9,57,884,590,0,429388000,1,5.190200094467227e-4
2019,10,58,884,573,0,429388000,1,4.7454538264174765e-4
2019,11,59,884,568,0,429388000,1,5.020144424060936e-4
2019,12,60,884,547,14,429388000,1,6.326050390087753e-4
2020,1,61,884,553,0,429388000,1,-8.194016339322899e-5
2020,2,62,884,505,0,429388000,1,-4.2083320996896574e-5
2020,3,63,884,453,0,429388000,1,-7.925778492923401e-5
2020,4,64,884,486,0,429388000,1,-2.4916947603924202e-5
2020,5,65,884,469,0,429388000,1,0
2020,6,66,884,453,14,429388000,1,-4.284323566529397e-6
2020,7,67,884,498,0,429388000,1,6.86211131358352e-5
2020,8,68,884,485,0,429388000,1,9.82037324248813e-5
2020,9,69,884,508,0,429388000,1,-1.948190666647861e-4
2020,10,70,884,517,0,429388000,1,-2.3293435599093068e-4
2020,11,71,884,552,0,429388000,1,-1.393929495184192e-4
2020,12,72,884,469,14,429388000,1,-1.373434292129241e-4
2015,1,1,885,971,0,15820000,1,-6.005029589200579e-5
2015,2,2,885,1194,0,16521000,1,-1.546858426427934e-4
2015,3,3,885,1257,0,17213000,1,-2.019053925469912e-4
2015,4,4,885,1248,0,17213000,1,-9.948516341391951e-5
2015,5,5,885,1473,0,17937000,1,-7.306199922659694e-5
2015,6,6,885,1527,23,17937000,1,-4.0726631100334606e-5
2015,7,7,885,1533,0,17937000,1,-5.3538201817972085e-5
2015,8,8,885,1248,0,17937000,1,7.595918721511793e-5
2015,9,9,885,1468,0,17937000,1,2.2447959333098474e-4
2015,10,10,885,1485,0,17937000,1,2.4686156939715147e-4
2015,11,11,885,1645,0,17937000,1,2.555448304290341e-4
2015,12,12,885,1587,23,17937000,1,-7.040710798774999e-5
2016,1,13,885,1646,0,17937000,1,5.190200094467227e-4
2016,2,14,885,1477,0,17937000,1,4.7454538264174765e-4
2016,3,15,885,1333,0,17937000,1,5.020144424060936e-4
2016,4,16,885,1223,0,17937000,1,6.326050390087753e-4
2016,5,17,885,1191,0,17937000,1,4.988897985545918e-4
2016,6,18,885,1038,19,17937000,1,4.682935379037356e-4
2016,7,19,885,972,0,17937000,1,4.1768156395343694e-4
2016,8,20,885,994,0,17937000,1,3.941414616913267e-4
2016,9,21,885,932,0,17937000,1,4.358740403119928e-4
2016,10,22,885,926,0,18699000,1,4.626405016062174e-4
2016,11,23,885,1020,0,18699000,1,4.709409509511897e-4
2016,12,24,885,1023,18,18699000,1,4.941935011470922e-4
2017,1,25,885,1078,0,18699000,1,-1.948190666647861e-4
2017,2,26,885,1012,0,18699000,1,-2.3293435599093068e-4
2017,3,27,885,1008,0,18699000,1,-1.393929495184192e-4
2017,4,28,885,1042,0,18851000,1,-1.373434292129241e-4
2017,5,29,885,1067,0,19696000,1,-8.194016339322899e-5
2017,6,30,885,1065,18,20097000,1,-4.2083320996896574e-5
2017,7,31,885,1177,0,20543000,1,-7.925778492923401e-5
2017,8,32,885,1187,0,21104000,1,-2.4916947603924202e-5
2017,9,33,885,1385,0,21549000,1,0
2017,10,34,885,1289,0,22449000,1,-4.284323566529397e-6
2017,11,35,885,1393,0,22449000,1,6.86211131358352e-5
2017,12,36,885,1711,16,22449000,1,9.82037324248813e-5
2018,1,37,885,1699,0,22665000,1,8.233147515380662e-6
2018,2,38,885,1853,0,22665000,1,5.265067636168696e-5
2018,3,39,885,1715,0,22665000,1,4.1563852309799176e-5
2018,4,40,885,2068,0,22665000,1,6.333753015758524e-5
2018,5,41,885,2324,0,22665000,1,3.403390730389742e-5
2018,6,42,885,1865,18,22665000,1,1.2661526414449327e-5
2018,7,43,885,2210,0,22665000,1,-4.699964362884604e-5
2018,8,44,885,2677,0,23051000,1,5.08402779372409e-5
2018,9,45,885,2573,0,23051000,1,0
2018,10,46,885,2583,0,23785000,1,6.0069596402172464e-5
2018,11,47,885,2602,0,24853000,1,6.978353568447844e-5
2018,12,48,885,2590,17,24853000,1,3.370920296834414e-5
2019,1,49,885,2193,0,24853000,1,3.4465616818470275e-4
2019,2,50,885,1905,0,24853000,1,3.6904424204767613e-4
2019,3,51,885,1939,0,24853000,1,2.947826010987046e-4
2019,4,52,885,1910,0,24853000,1,3.0086036407010394e-4
2019,5,53,885,2045,0,25057000,1,3.275954343995545e-4
2019,6,54,885,1803,16,25318000,1,3.772855493909446e-4
2019,7,55,885,1928,0,25318000,1,3.127117259491933e-4
2019,8,56,885,2143,0,25318000,1,2.789291802397577e-4
2019,9,57,885,2102,0,25318000,1,3.2726411891658726e-4
2019,10,58,885,1838,0,25318000,1,2.664878185557377e-4
2019,11,59,885,1636,0,25318000,1,2.4168261216524111e-4
2019,12,60,885,1554,16,25318000,1,2.604259696296518e-4
2020,1,61,885,1492,0,25318000,1,7.367713245845299e-4
2020,2,62,885,1881,0,25318000,1,6.953960765866892e-4
2020,3,63,885,2326,0,25318000,1,4.935368360524654e-4
2020,4,64,885,2578,0,25318000,1,4.7105999460134173e-4
2020,5,65,885,2197,0,25318000,1,5.524236313591246e-4
2020,6,66,885,2019,16,25318000,1,6.380331542604836e-4
2020,7,67,885,2005,0,25318000,1,6.728155091914232e-4
2020,8,68,885,2137,0,25318000,1,6.165383493766421e-4
2020,9,69,885,2061,0,25318000,1,6.506825543518218e-4
2020,10,70,885,2376,0,25318000,1,5.834098546538314e-4
2020,11,71,885,2465,0,25318000,1,6.114423167053608e-4
2020,12,72,885,2241,16,25318000,1,6.848179857960326e-4
2019,1,49,886,2781,-0,9743000,1,2.4686156939715147e-4
2019,2,50,886,2840,-0,9743000,1,2.555448304290341e-4
2019,3,51,886,2604,-0,9743000,1,-7.040710798774999e-5
2019,4,52,886,2800,-0,9743000,1,-6.005029589200579e-5
2019,5,53,886,2677,-0,9743000,1,-1.546858426427934e-4
2019,6,54,886,2689,0,9743000,1,-2.019053925469912e-4
2019,7,55,886,2940,-0,9743000,1,-9.948516341391951e-5
2019,8,56,886,3131,-0,9743000,1,-7.306199922659694e-5
2019,9,57,886,3169,-0,9743000,1,-4.0726631100334606e-5
2019,10,58,886,3230,-0,9743000,1,-5.3538201817972085e-5
2019,11,59,886,3395,-0,9743000,1,7.595918721511793e-5
2019,12,60,886,3574,0,9743000,1,2.2447959333098474e-4
2020,1,61,886,4166,-0,9743000,1,4.626405016062174e-4
2020,2,62,886,4046,-0,9743000,1,4.709409509511897e-4
2020,3,63,886,4309,-0,9743000,1,4.941935011470922e-4
2020,4,64,886,4143,-0,9743000,1,5.190200094467227e-4
2020,5,65,886,4208,-0,9743000,1,4.7454538264174765e-4
2020,6,66,886,4281,0,9743000,1,5.020144424060936e-4
2020,7,67,886,4202,-0,9743000,1,6.326050390087753e-4
2020,8,68,886,4339,-0,9743000,1,4.988897985545918e-4
2020,9,69,886,4505,-0,9743000,1,4.682935379037356e-4
2020,10,70,886,4846,-0,9743000,1,4.1768156395343694e-4
2020,11,71,886,4866,-0,9743000,1,3.941414616913267e-4
2020,12,72,886,4409,0,9743000,1,4.358740403119928e-4
2015,1,1,887,698,0,1845000,1,8.202927112379008e-5
2015,2,2,887,692,0,1845000,1,3.807413221889874e-5
2015,3,3,887,728,0,1845000,1,2.0063917255108217e-5
2015,4,4,887,755,0,1845000,1,2.4187631625682117e-5
2015,5,5,887,969,0,1845000,1,4.327698904151324e-5
2015,6,6,887,1057,21,1845000,1,3.4643469071159566e-5
2015,7,7,887,1139,0,1845000,1,3.931858867494157e-5
2015,8,8,887,1060,0,1845000,1,6.623265139295986e-5
2015,9,9,887,1133,0,1845000,1,3.6010742415965065e-5
2015,10,10,887,1108,0,1845000,1,2.5720489585073665e-5
2015,11,11,887,1115,0,1845000,1,5.372061978208256e-5
2015,12,12,887,1157,21,1845000,1,1.0156758127966897e-4
2016,1,13,887,1235,0,1845000,1,-4.0726631100334606e-5
2016,2,14,887,1155,0,1845000,1,-5.3538201817972085e-5
2016,3,15,887,1068,0,1845000,1,7.595918721511793e-5
2016,4,16,887,1004,0,1845000,1,2.2447959333098474e-4
2016,5,17,887,942,0,1845000,1,2.4686156939715147e-4
2016,6,18,887,812,20,1845000,1,2.555448304290341e-4
2016,7,19,887,835,0,1845000,1,-7.040710798774999e-5
2016,8,20,887,911,0,1845000,1,-6.005029589200579e-5
2016,9,21,887,883,0,1845000,1,-1.546858426427934e-4
2016,10,22,887,887,0,1845000,1,-2.019053925469912e-4
2016,11,23,887,822,0,1845000,1,-9.948516341391951e-5
2016,12,24,887,822,20,1845000,1,-7.306199922659694e-5
2017,1,25,887,961,0,1845000,1,4.682935379037356e-4
2017,2,26,887,890,0,1845000,1,4.1768156395343694e-4
2017,3,27,887,930,0,1845000,1,3.941414616913267e-4
2017,4,28,887,980,0,1845000,1,4.358740403119928e-4
2017,5,29,887,930,0,1845000,1,4.626405016062174e-4
2017,6,30,887,1046,20,1845000,1,4.709409509511897e-4
2017,7,31,887,1093,0,1845000,1,4.941935011470922e-4
2017,8,32,887,1151,0,1845000,1,5.190200094467227e-4
2017,9,33,887,1250,0,1845000,1,4.7454538264174765e-4
2017,10,34,887,1124,0,1845000,1,5.020144424060936e-4
2017,11,35,887,1136,0,1845000,1,6.326050390087753e-4
2017,12,36,887,1443,20,1845000,1,4.988897985545918e-4
2018,1,37,887,1619,0,1845000,1,-4.2083320996896574e-5
2018,2,38,887,1585,0,1845000,1,-7.925778492923401e-5
2018,3,39,887,1341,0,1845000,1,-2.4916947603924202e-5
2018,4,40,887,1458,0,1845000,1,0
2018,5,41,887,1574,0,1845000,1,-4.284323566529397e-6
2018,6,42,887,1354,32,1845000,1,6.86211131358352e-5
2018,7,43,887,1352,0,1845000,1,9.82037324248813e-5
2018,8,44,887,1358,0,1845000,1,-1.948190666647861e-4
2018,9,45,887,1304,0,1845000,1,-2.3293435599093068e-4
2018,10,46,887,1391,0,1845000,1,-1.393929495184192e-4
2018,11,47,887,1389,0,1845000,1,-1.373434292129241e-4
2018,12,48,887,1501,32,1845000,1,-8.194016339322899e-5
2019,1,49,887,1328,0,1845000,1,1.2661526414449327e-5
2019,2,50,887,1320,0,1845000,1,-4.699964362884604e-5
2019,3,51,887,1472,0,1845000,1,5.08402779372409e-5
2019,4,52,887,1500,0,1845000,1,0
2019,5,53,887,1526,0,1845000,1,6.0069596402172464e-5
2019,6,54,887,1592,32,1845000,1,6.978353568447844e-5
2019,7,55,887,2005,0,1845000,1,3.370920296834414e-5
2019,8,56,887,2488,0,1845000,1,8.233147515380662e-6
2019,9,57,887,2426,0,1845000,1,5.265067636168696e-5
2019,10,58,887,2519,0,1845000,1,4.1563852309799176e-5
2019,11,59,887,2287,0,1845000,1,6.333753015758524e-5
2019,12,60,887,2036,32,1845000,1,3.403390730389742e-5
2020,1,61,887,1730,0,1845000,1,3.772855493909446e-4
2020,2,62,887,2145,0,1845000,1,3.127117259491933e-4
2020,3,63,887,2232,0,1845000,1,2.789291802397577e-4
2020,4,64,887,2495,0,1845000,1,3.2726411891658726e-4
2020,5,65,887,2171,0,1845000,1,2.664878185557377e-4
2020,6,66,887,1838,57,1845000,1,2.4168261216524111e-4
2020,7,67,887,1709,0,1845000,1,2.604259696296518e-4
2020,8,68,887,1840,0,1845000,1,3.4465616818470275e-4
2020,9,69,887,1864,0,1845000,1,3.6904424204767613e-4
2020,10,70,887,2197,0,1845000,1,2.947826010987046e-4
2020,11,71,887,2263,0,1845000,1,3.0086036407010394e-4
2020,12,72,887,2342,57,1845000,1,3.275954343995545e-4
2018,1,37,888,8510,0,597000,1,6.953960765866892e-4
2018,2,38,888,8300,0,597000,1,4.935368360524654e-4
2018,3,39,888,6808,0,597000,1,4.7105999460134173e-4
2018,4,40,888,7407,0,597000,1,5.524236313591246e-4
2018,5,41,888,8331,0,597000,1,6.380331542604836e-4
2018,6,42,888,7066,154,597000,1,6.728155091914232e-4
2018,7,43,888,7082,0,597000,1,6.165383493766421e-4
2018,8,44,888,7416,0,597000,1,6.506825543518218e-4
2018,9,45,888,6561,0,597000,1,5.834098546538314e-4
2018,10,46,888,6888,0,597000,1,6.114423167053608e-4
2018,11,47,888,6934,0,597000,1,6.848179857960326e-4
2018,12,48,888,7095,154,597000,1,7.367713245845299e-4
2019,1,49,888,5912,0,597000,1,2.5720489585073665e-5
2019,2,50,888,5685,0,597000,1,5.372061978208256e-5
2019,3,51,888,6631,0,597000,1,1.0156758127966897e-4
2019,4,52,888,6684,0,597000,1,8.202927112379008e-5
2019,5,53,888,6805,0,597000,1,3.807413221889874e-5
2019,6,54,888,6781,237,597000,1,2.0063917255108217e-5
2019,7,55,888,9328,0,597000,1,2.4187631625682117e-5
2019,8,56,888,12258,0,597000,1,4.327698904151324e-5
2019,9,57,888,12167,0,597000,1,3.4643469071159566e-5
2019,10,58,888,12663,0,597000,1,3.931858867494157e-5
2019,11,59,888,11142,0,597000,1,6.623265139295986e-5
2019,12,60,888,10089,237,597000,1,3.6010742415965065e-5
2020,1,61,888,8760,0,597000,1,-2.019053925469912e-4
2020,2,62,888,10739,0,597000,1,-9.948516341391951e-5
2020,3,63,888,11921,0,597000,1,-7.306199922659694e-5
2020,4,64,888,13386,0,597000,1,-4.0726631100334606e-5
2020,5,65,888,11608,0,597000,1,-5.3538201817972085e-5
2020,6,66,888,9151,237,597000,1,7.595918721511793e-5
2020,7,67,888,8835,0,597000,1,2.2447959333098474e-4
2020,8,68,888,9334,0,597000,1,2.4686156939715147e-4
2020,9,69,888,9304,0,597000,1,2.555448304290341e-4
2020,10,70,888,11627,0,597000,1,-7.040710798774999e-5
2020,11,71,888,11546,0,597000,1,-6.005029589200579e-5
2020,12,72,888,11567,237,597000,1,-1.546858426427934e-4
2015,1,1,889,779,0,12218000,1,5.834098546538314e-4
2015,2,2,889,759,0,12218000,1,6.114423167053608e-4
2015,3,3,889,905,0,12218000,1,6.848179857960326e-4
2015,4,4,889,807,0,12218000,1,7.367713245845299e-4
2015,5,5,889,891,0,12218000,1,6.953960765866892e-4
2015,6,6,889,1089,4,12218000,1,4.935368360524654e-4
2015,7,7,889,1068,0,12218000,1,4.7105999460134173e-4
2015,8,8,889,1069,0,12218000,1,5.524236313591246e-4
2015,9,9,889,1167,0,12218000,1,6.380331542604836e-4
2015,10,10,889,1350,0,12218000,1,6.728155091914232e-4
2015,11,11,889,1571,0,12218000,1,6.165383493766421e-4
2015,12,12,889,1557,4,12218000,1,6.506825543518218e-4
2016,1,13,889,1566,0,12218000,1,3.4643469071159566e-5
2016,2,14,889,1762,0,12218000,1,3.931858867494157e-5
2016,3,15,889,1579,0,12218000,1,6.623265139295986e-5
2016,4,16,889,1680,0,12218000,1,3.6010742415965065e-5
2016,5,17,889,1510,0,12218000,1,2.5720489585073665e-5
2016,6,18,889,1416,7,12218000,1,5.372061978208256e-5
2016,7,19,889,1504,0,12218000,1,1.0156758127966897e-4
2016,8,20,889,1648,0,12218000,1,8.202927112379008e-5
2016,9,21,889,1880,0,12218000,1,3.807413221889874e-5
2016,10,22,889,1922,0,12218000,1,2.0063917255108217e-5
2016,11,23,889,1806,0,12218000,1,2.4187631625682117e-5
2016,12,24,889,1757,7,12218000,1,4.327698904151324e-5
2017,1,25,889,1870,0,12218000,1,2.555448304290341e-4
2017,2,26,889,1735,0,12218000,1,-7.040710798774999e-5
2017,3,27,889,1775,0,12218000,1,-6.005029589200579e-5
2017,4,28,889,1860,0,12218000,1,-1.546858426427934e-4
2017,5,29,889,1704,0,12218000,1,-2.019053925469912e-4
2017,6,30,889,1783,7,12218000,1,-9.948516341391951e-5
2017,7,31,889,1761,0,12218000,1,-7.306199922659694e-5
2017,8,32,889,1865,0,12218000,1,-4.0726631100334606e-5
2017,9,33,889,1841,0,12218000,1,-5.3538201817972085e-5
2017,10,34,889,2028,0,12218000,1,7.595918721511793e-5
2017,11,35,889,1721,0,12218000,1,2.2447959333098474e-4
2017,12,36,889,1774,7,12218000,1,2.4686156939715147e-4
2018,1,37,889,2049,0,12218000,1,4.709409509511897e-4
2018,2,38,889,1962,0,12218000,1,4.941935011470922e-4
2018,3,39,889,1852,0,12218000,1,5.190200094467227e-4
2018,4,40,889,1686,0,12218000,1,4.7454538264174765e-4
2018,5,41,889,1863,0,12218000,1,5.020144424060936e-4
2018,6,42,889,1893,7,12218000,1,6.326050390087753e-4
2018,7,43,889,1986,0,12218000,1,4.988897985545918e-4
2018,8,44,889,1946,0,12218000,1,4.682935379037356e-4
2018,9,45,889,1812,0,12218000,1,4.1768156395343694e-4
2018,10,46,889,1798,0,12218000,1,3.941414616913267e-4
2018,11,47,889,1895,0,12218000,1,4.358740403119928e-4
2018,12,48,889,2313,7,12218000,1,4.626405016062174e-4
2019,1,49,889,1674,0,12218000,1,6.86211131358352e-5
2019,2,50,889,1524,0,12218000,1,9.82037324248813e-5
2019,3,51,889,1553,0,12218000,1,-1.948190666647861e-4
2019,4,52,889,1448,0,12218000,1,-2.3293435599093068e-4
2019,5,53,889,1378,0,12218000,1,-1.393929495184192e-4
2019,6,54,889,1263,8,12218000,1,-1.373434292129241e-4
2019,7,55,889,1545,0,12218000,1,-8.194016339322899e-5
2019,8,56,889,1601,0,12218000,1,-4.2083320996896574e-5
2019,9,57,889,1474,0,12218000,1,-7.925778492923401e-5
2019,10,58,889,1486,0,12218000,1,-2.4916947603924202e-5
2019,11,59,889,1347,0,12218000,1,0
2019,12,60,889,1398,8,12218000,1,-4.284323566529397e-6
2020,1,61,889,1538,0,12218000,1,6.978353568447844e-5
2020,2,62,889,1527,0,12218000,1,3.370920296834414e-5
2020,3,63,889,1567,0,12218000,1,8.233147515380662e-6
2020,4,64,889,1566,0,12218000,1,5.265067636168696e-5
2020,5,65,889,1515,0,12218000,1,4.1563852309799176e-5
2020,6,66,889,1194,8,12218000,1,6.333753015758524e-5
2020,7,67,889,1142,0,12218000,1,3.403390730389742e-5
2020,8,68,889,1286,0,12218000,1,1.2661526414449327e-5
2020,9,69,889,1342,0,12218000,1,-4.699964362884604e-5
2020,10,70,889,1368,0,12218000,1,5.08402779372409e-5
2020,11,71,889,1327,0,12218000,1,0
2020,12,72,889,1388,8,12218000,1,6.0069596402172464e-5
2015,1,1,890,2000,0,966000,1,4.1768156395343694e-4
2015,2,2,890,2110,0,966000,1,3.941414616913267e-4
2015,3,3,890,2761,0,966000,1,4.358740403119928e-4
2015,4,4,890,2575,0,966000,1,4.626405016062174e-4
2015,5,5,890,3107,0,966000,1,4.709409509511897e-4
2015,6,6,890,4117,32,966000,1,4.941935011470922e-4
2015,7,7,890,4043,0,966000,1,5.190200094467227e-4
2015,8,8,890,3811,0,1026000,1,4.7454538264174765e-4
2015,9,9,890,4307,0,1026000,1,5.020144424060936e-4
2015,10,10,890,4943,0,1026000,1,6.326050390087753e-4
2015,11,11,890,6253,0,1026000,1,4.988897985545918e-4
2015,12,12,890,6417,30,1026000,1,4.682935379037356e-4
2016,1,13,890,6641,-0,1058000,1,-7.925778492923401e-5
2016,2,14,890,7621,-0,1058000,1,-2.4916947603924202e-5
2016,3,15,890,6918,-0,1058000,1,0
2016,4,16,890,7211,-0,1058000,1,-4.284323566529397e-6
2016,5,17,890,6395,-0,1058000,1,6.86211131358352e-5
2016,6,18,890,5862,0,1058000,1,9.82037324248813e-5
2016,7,19,890,6252,-0,1058000,1,-1.948190666647861e-4
2016,8,20,890,7192,-0,1058000,1,-2.3293435599093068e-4
2016,9,21,890,8541,-0,1058000,1,-1.393929495184192e-4
2016,10,22,890,8809,-0,1058000,1,-1.373434292129241e-4
2016,11,23,890,8757,-0,1058000,1,-8.194016339322899e-5
2016,12,24,890,8449,0,1058000,1,-4.2083320996896574e-5
2017,1,25,890,9466,-0,1058000,1,-4.699964362884604e-5
2017,2,26,890,8859,-0,1058000,1,5.08402779372409e-5
2017,3,27,890,9274,-0,1058000,1,0
2017,4,28,890,10328,-0,1095000,1,6.0069596402172464e-5
2017,5,29,890,9761,-0,1095000,1,6.978353568447844e-5
2017,6,30,890,10476,0,1095000,1,3.370920296834414e-5
2017,7,31,890,10882,-0,1095000,1,8.233147515380662e-6
2017,8,32,890,11452,-0,1095000,1,5.265067636168696e-5
2017,9,33,890,11529,-0,1095000,1,4.1563852309799176e-5
2017,10,34,890,11653,-0,1095000,1,6.333753015758524e-5
2017,11,35,890,9231,-0,1095000,1,3.403390730389742e-5
2017,12,36,890,10220,0,1095000,1,1.2661526414449327e-5
2018,1,37,890,11913,-0,1095000,1,3.127117259491933e-4
2018,2,38,890,11078,-0,1095000,1,2.789291802397577e-4
2018,3,39,890,9763,-0,1095000,1,3.2726411891658726e-4
2018,4,40,890,8371,-0,1095000,1,2.664878185557377e-4
2018,5,41,890,9620,-0,1123000,1,2.4168261216524111e-4
2018,6,42,890,9885,0,1123000,1,2.604259696296518e-4
2018,7,43,890,10388,-0,1123000,1,3.4465616818470275e-4
2018,8,44,890,9314,-0,1123000,1,3.6904424204767613e-4
2018,9,45,890,9113,-0,1123000,1,2.947826010987046e-4
2018,10,46,890,9279,-0,1123000,1,3.0086036407010394e-4
2018,11,47,890,9756,-0,1123000,1,3.275954343995545e-4
2018,12,48,890,12345,0,1123000,1,3.772855493909446e-4
2019,1,49,890,9930,-0,1123000,1,6.728155091914232e-4
2019,2,50,890,9420,-0,1123000,1,6.165383493766421e-4
2019,3,51,890,10237,-0,1123000,1,6.506825543518218e-4
2019,4,52,890,9939,-0,1190000,1,5.834098546538314e-4
2019,5,53,890,9447,-0,1190000,1,6.114423167053608e-4
2019,6,54,890,8446,0,1190000,1,6.848179857960326e-4
2019,7,55,890,10611,-0,1190000,1,7.367713245845299e-4
2019,8,56,890,11229,-0,1190000,1,6.953960765866892e-4
2019,9,57,890,10899,-0,1190000,1,4.935368360524654e-4
2019,10,58,890,11336,-0,1190000,1,4.7105999460134173e-4
2019,11,59,890,10907,-0,1190000,1,5.524236313591246e-4
2019,12,60,890,12199,0,1190000,1,6.380331542604836e-4
2020,1,61,890,13545,-0,1190000,1,2.0063917255108217e-5
2020,2,62,890,13424,-0,1190000,1,2.4187631625682117e-5
2020,3,63,890,14124,-0,1190000,1,4.327698904151324e-5
2020,4,64,890,13784,-0,1190000,1,3.4643469071159566e-5
2020,5,65,890,13215,-0,1190000,1,3.931858867494157e-5
2020,6,66,890,10404,0,1190000,1,6.623265139295986e-5
2020,7,67,890,9967,-0,1190000,1,3.6010742415965065e-5
2020,8,68,890,11029,-0,1190000,1,2.5720489585073665e-5
2020,9,69,890,11472,-0,1190000,1,5.372061978208256e-5
2020,10,70,890,11846,-0,1254000,1,1.0156758127966897e-4
2020,11,71,890,11519,-0,1254000,1,8.202927112379008e-5
2020,12,72,890,11217,0,1254000,1,3.807413221889874e-5
2016,1,13,891,6805,0,464000,1,4.935368360524654e-4
2016,2,14,891,6825,0,464000,1,4.7105999460134173e-4
2016,3,15,891,7460,0,464000,1,5.524236313591246e-4
2016,4,16,891,9239,0,464000,1,6.380331542604836e-4
